tweet,labels
dread tattoo beard id get bitch,Offensive Speech
girl get drunk hoe shitit rape,Offensive Speech
term wigger someon choos listen hip hop act certain way caus interest race,Offensive Speech
jealous parent bryce gone redneck paycheck weekend shouldv gone  ,Offensive Speech
jus dont faith cus u never kno bitch lmao,Offensive Speech
chill hoe,Offensive Speech
"let see look like without 10 filter color contact lens follow die know uberfoxi",No Hate and Offensive Speech
mani bitch one sentenc fixitjesus,Hate Speech
mani bitch think theyr much hotter,Offensive Speech
mani hoe whip would thought still slaveri,Hate Speech
mani shadi bitch secret thirst aliv,Offensive Speech
mani weird peopl ghetto time,No Hate and Offensive Speech
much ucla team beat trash,No Hate and Offensive Speech
much go hypocrisi doesnt sit well redneck famili central illinoi black bieber,No Hate and Offensive Speech
much white trash demo derbi  ,Offensive Speech
cowork yellin cowork im like talkin cuz wanna bktrack like bitch,Offensive Speech
daughter seen charli villanueva question 0 ,No Hate and Offensive Speech
dumb ass scream fuck redskin big ass echo fill park garag,Offensive Speech
light amp door close  mom walk turn light  tell take trash morn  walk light,No Hate and Offensive Speech
mom told put drug paraphernalia trash shitti life stoner cop mom im pretti upset,Offensive Speech
nigga wanna bitch shit wear flower shit smh yall nigga gay,Offensive Speech
nigger realli believ phelp smokin regular huh tell amp ill log night,Hate Speech
aint nobodi got type like bad bitch huhwel yo babi momma never mind,Offensive Speech
trill trash cus asap said  ok,No Hate and Offensive Speech
wanna lie   hes fucc joke 4 ajay gotta whole bitch oml trynna argu wit amp shit like fir boi ,Offensive Speech
"peopl donat plasma feed drug addict donat get money save liveswhaddup bitch ",Offensive Speech
piss forgot saiyan bitch infio gave ne ig tioo fuck,Offensive Speech
real unreal lol yanke worldseri ndcount mlb mlbthesho ,No Hate and Offensive Speech
scare orientationi hate meetin new peopletheyr gonna think im quiet girl realli im craziest bitch theyll ever meet,Offensive Speech
sick fake ass hoe,Offensive Speech
bitch flip let infront mee okay,Offensive Speech
pussi dont cream cum,Offensive Speech
"flash pop dawson pop i think mighta actual kill mom cuz gail lie cheat bitch",Offensive Speech
dumb bitch opinion bout wtf post instagram time took write pos30 ,Offensive Speech
tire mom make stay finish drink anoth beer better chug shit,Offensive Speech
fat toothless sack chase bitch yell bust ass van window fuck get real job,Offensive Speech
toodl bitch  goodnight ,Offensive Speech
chris brown talk bout hisself said hoe aint loyal ,Offensive Speech
even two full game season fairweath whine alreadi full effect yanke,No Hate and Offensive Speech
weird word cunt offens countri yet countri refer somebodi like whos cunt,Offensive Speech
hoe citi make happi move montana happi rest day,Offensive Speech
yall give farwel lulu yet shit kris ok bitch ok,Offensive Speech
yall hoe still surfboardn tub nah,Offensive Speech
yesterday ran dude went high school amp use skinni hell omg fucker slit tire year ago,Offensive Speech
dont want see true life stori american hero bizzi lazi krayzi amp wish wanna watch hillbilli shoot pumpkin,No Hate and Offensive Speech
femal feel like ok dress like hoe smh hope dont daughter pleas god ,Offensive Speech
still dont suck dick eat pussi 4,Offensive Speech
bronyfolk far wide throw bitch fit equestriagirl must one isnt look interest,Offensive Speech
get someth close approxim full bird paradis yoga pose time make ragdol cosplay,No Hate and Offensive Speech
flappi bird game,No Hate and Offensive Speech
olymp brazil yet mean yay sport stop look like 0what quee21 goredskin,Offensive Speech
sohello kitti realli chicken boo bitch,Offensive Speech
soap wish pussi tho rt imjustceej beard smell like,Offensive Speech
social media post rival social media app shall never let word edit appear next facebook status doubl read bitch,Offensive Speech
social network ruin bitch game,Offensive Speech
sock pussi like im vegeta,Offensive Speech
soetoroobama move countri forward w vision vision downsiz oppress countri get even w whitey war,Hate Speech
soft nicca usual send hate thru bitch jealous instagram nicca hatin ya pictur  therealkiss,Offensive Speech
soft nigga usual send hate threw bitch,Offensive Speech
sold weed bitch whos gonna lawyer bet shell nigga back,Offensive Speech
sombodi bring pussi,Offensive Speech
dont cross bitch,Offensive Speech
armi femal bitch everyth ,Offensive Speech
douch cub redneck cub fan freak ask bite bloodi berk hes like th30 ,No Hate and Offensive Speech
jihadi post bio isi boss mr awad excel sociolog info cant thank himher enough gift,No Hate and Offensive Speech
oval pink blue yellow,No Hate and Offensive Speech
bitch nigga drumlin spray water ran away fuck pussi,Offensive Speech
bitch relentless curv hundr time still want dick,Offensive Speech
bitch bare respect,Offensive Speech
bitch curv game serious,Offensive Speech
bitch luck men lmao mayb your problem sweetheart cant fault lol,Offensive Speech
bitch need get life ,Offensive Speech
bitch truli aint shit ,Offensive Speech
black peopl live entir differ world everyth peach cream appar take rose color glass,No Hate and Offensive Speech
call trickn call hangn ima handl busi n knock dat pussi ,Offensive Speech
croquett hoe,Offensive Speech
girl think bitch attitud attract tf made think,Offensive Speech
guy orient got ask top 3 favorit music artist first thing bitch said usher,Offensive Speech
ho hit wife lol,Offensive Speech
hoe tweet make mad lol,Offensive Speech
lie ass hoe lol,Hate Speech
movi made facilit dude pick girl think side box lil nigguh,Offensive Speech
niggah said sugapuss lastnight ,Offensive Speech
niggah save hoe aint heroic,Offensive Speech
nigga beat bitch get point across mental fuck w ignor ,Offensive Speech
nigga save hoe,Hate Speech
ice melt car caus dumb fuck  decid want strike convers wit fat ugli bitch smfh,Offensive Speech
hoe loyal,Offensive Speech
hoe deserv kick vagina lucki aint tryna loos shoe,Offensive Speech
hoe need hop high hors seem ride  ,Offensive Speech
hoe everybodi,Offensive Speech
hood negro dont deserv bail money way visit jail,Hate Speech
niqqa straight pussi whip ,Offensive Speech
sex gif fuck retard,Offensive Speech
yall femal undercov hoe,Offensive Speech
yall gorgeous women aint gorgeous realiz got ugli bitch attitud,Offensive Speech
yall popular cuz yall name  bitch ugli,Offensive Speech
bitch dumbbbb,Offensive Speech
girl wifey halloween sinc hoe year,Offensive Speech
peopl bitch ass nigga amp stay far away,Offensive Speech
peopl constant pessimist unattract like much bitch dont start chang,Offensive Speech
redneck race freeway gt_e,Offensive Speech
thot never learn  gooooo awaaaaay hoe,Offensive Speech
women straight bitch,Offensive Speech
somebodi couldv like aye man drop money nooooooo fuck broke faggot selfish bastard hate yall,Hate Speech
somebodi help  0__diaryofaboss kicks_n_benji bitch nigga bye want someth sa21,Offensive Speech
somebodi pleas choke fuck retard keep yell mash potato tool pgachampionship,Hate Speech
somebodi tell niggga ima keep fuckin hoe ima keep rockin show,Offensive Speech
somebodi tell pussi nigga got em,Offensive Speech
somebodi tell pussi nigga got em got em,Offensive Speech
somebodi toss bitch dasani someth gurl thirsti,Offensive Speech
someon household want die get excit enjoy coupl oreo someon left one one friggin oreo ,No Hate and Offensive Speech
someon bitch slap lake see fb tomorrow suspect hard core gop friend,Offensive Speech
someon came amp told pull hoe today piss that fuck fals sad,Offensive Speech
someon come take browni away eat whole pan,No Hate and Offensive Speech
someon need get bore nike fag stage,Offensive Speech
someon pleas bring goldfish cracker,No Hate and Offensive Speech
someon probabl told 6 god trash,No Hate and Offensive Speech
someon explain blake griffin talk trash oppos 3rd string unbecom even amongst clipper,No Hate and Offensive Speech
someon shut beaner pleas,Hate Speech
someon tell rsherman dread part uniform id pull hair trash talk cut doodoo braid,No Hate and Offensive Speech
someon tell drink bitch fuck first night meet back game,Offensive Speech
someon tell royal stay home tras3,No Hate and Offensive Speech
someon tell bitch stfu,Offensive Speech
someon tell hoe turn lion king,Offensive Speech
someon told iggi azalea stunk child caus bitch still upset yo aint even deep,Offensive Speech
someon mother call handsom buff yellow thang last night ego temporarili elev binniemous die lol,No Hate and Offensive Speech
someth funni rt peachpapayya  rt midcityac control excit sir wdnick let gooooo teena bitc21,Offensive Speech
someth like perfectionist even check horoscop bitch,Offensive Speech
sometim wish wasnt color,Offensive Speech
sometim feel like realli nice everyon im like wait your bitch anyway soooo,Offensive Speech
sometim want someon bitch shitti day,Offensive Speech
sometim wake ceil  floor  outsid  near trash mom hollywood somewher alli somewher,Offensive Speech
sometim wish cute pet monkey rememb would probabl defec everywher beat destroy hous,No Hate and Offensive Speech
sometim bitch need struggl get go rt odotkay vianawf sometim shit extra 30,Offensive Speech
sometim femal fuck retard bro swear want kick yall ovari,Offensive Speech
sometim ppl stay marri cuz conveni u constant bitch amp complain amp sleep separ room time reevalu,Offensive Speech
sometim u gotta knock nicca tho ij freecb,Offensive Speech
sometim dont wanna fuck bitch head good end fuck,Offensive Speech
sometim gotta block bitch damn annoy,Offensive Speech
sometim gotta settl averag lookin bitch wit good person prevent gettin cheat,Offensive Speech
sometim even gotta tell hoe grow smh,No Hate and Offensive Speech
son bitch,Offensive Speech
son bitch thunder,Offensive Speech
son bitch cant wait till basebal back americaspasttim,Offensive Speech
son bitch,Offensive Speech
son mail ladi ghetto ,Offensive Speech
sone yall bitch need morn glori milk bath ,Offensive Speech
sonnen faggot,Hate Speech
sonoma counti cannot handl gutto style straight north bay pussi forev,Offensive Speech
soon fuckeveryword fuck backtrack cant wait fuck faggot,Hate Speech
soon da money gon dem bitch leavinyou get lock aint gon visit ya neither,Offensive Speech
sooo first aidcpr certif came handi tonight glad didnt lose monkey bekkalin,No Hate and Offensive Speech
sooooooo true im pussi monsta ,Offensive Speech
sore loser charli crist wo give concess speech call recount  tcot pjnet,No Hate and Offensive Speech
sorri sam went elonunivers rt wulfpacksa wes durham woodi durham son tar babi pack game,No Hate and Offensive Speech
sorri spam dare search nigger twitter laugh imposs,Offensive Speech
sorri fellow negro,No Hate and Offensive Speech
sorri fo da rant make mad asham color wish white yall would like,Hate Speech
sorri hoe love stand leg open easi,Offensive Speech
sosa beat ho,Offensive Speech
sound like real nigga 0sankpanksimona keith stood monkey bat look girl skirt recess time fuck cree21,Offensive Speech
sound like bitch whatev,Offensive Speech
sound like god damn bear fell tree might time stop piss outsid rorschach7 piss bucket bitch,Offensive Speech
sound like hoe,Offensive Speech
sourc say charli crist phone rick scott type conced,No Hate and Offensive Speech
southwest airlin like drive mini van white trash cousin love huff paint thinner work,Hate Speech
space browni ,No Hate and Offensive Speech
spark bitch interest,Offensive Speech
speak face fake bitch,Offensive Speech
speak 09 year pussi phenomen,Offensive Speech
speak ford garland need get sub job applic lol killin 2 bird one stone merica,No Hate and Offensive Speech
speak rt kinghorsedick lot backpag hoe dont like fuck black guy never went thru,Offensive Speech
special thank tina charli staff waver hill thank everyon dedic time make ,No Hate and Offensive Speech
spell name right bitch well talk,Offensive Speech
spendin money save stackin one like brick hittin bitch like craig watchin ass clap morningstusesh minfairview,Offensive Speech
spend money hoe  nigga aint fuck shit 9,Hate Speech
spic half breed trash filthi nativ allow speak european,Hate Speech
spiff tryna hoe,Offensive Speech
spittin crystal bitch face larri johnson funniest moment book sue sens humor,Offensive Speech
spongebob ass nicca fr,Offensive Speech
spring breakkkk bitch ,Offensive Speech
spring almost mt_u_last realiz collect hoe sever decreas ,Offensive Speech
squidward face ass bitch,Offensive Speech
stafford trash without megatron fantasyfootballproblem,No Hate and Offensive Speech
stafford pussi,Offensive Speech
stark faggot,Offensive Speech
start punch hoe esophagus shit,Offensive Speech
"start wit hanna montana hoes im fuckin nick cannon hoe",Offensive Speech
start  brick im sold bitch,Offensive Speech
stay home bitch fuck u,Hate Speech
stay poon bitch,Offensive Speech
stay warm 4 beani sweaterweath bootver ,No Hate and Offensive Speech
stay witcha nasti littl hoe dont shit,Offensive Speech
stayin late watch ichiro yanke,No Hate and Offensive Speech
step horribl bitch went straight dvd ,Offensive Speech
step take oppurtun freshfac iubb hoosier,No Hate and Offensive Speech
step club smooth l hand bitch know im freak like eleph man,Offensive Speech
stephan smith say jay cutler shouldnt mvp candid straight retard,No Hate and Offensive Speech
stephen threat brother doesnt scare quit runnin fuckin mouth amp wont hide behind brother bitch boy,Offensive Speech
stern fix imag leagu nba player knock bitch elev,Offensive Speech
steve calvin anni cunt ,Offensive Speech
steve mcnair got murder side bitch man life crazi,Offensive Speech
stevi j nigga  bitch ten,Offensive Speech
stfu hoe ,Offensive Speech
stfu kenya u make sick lone desper bitch,Offensive Speech
stiff arm hoe ass lmao,Offensive Speech
still cant see nigger see white hoe,Offensive Speech
still confus king order two tranni hooker parti last night,Offensive Speech
still dont give fuck bout bitch dude,Offensive Speech
still downtown bitch,Offensive Speech
"still realli confus humplayproblem think lucricusi fag dagger",Hate Speech
still wait oomf hit hoe lololol,Offensive Speech
still wit bitch death m3,Offensive Speech
stolen creamll lol realli guy im give class keep bitch whos registerin30 ,Offensive Speech
stomach hurt im starv earli morn pussi ,Offensive Speech
stoni fuckin queer,Hate Speech
stood outsid 5 minut take phone call went back look mirror saw somalian fuck sun lil punk ass bitch,Offensive Speech
stop smokin bathsalt charli brown rejectedpeanutsspeci,No Hate and Offensive Speech
stop twatch bitch,Offensive Speech
stop actin like yu start wearin ya ugg bitch seen break em august,Offensive Speech
stop hoe,Offensive Speech
stop give hoe half azz dick plow deep make scream nd cream ,Offensive Speech
stop hatin niggah  got ya girlfriend callin hater niggah ,Offensive Speech
stop lettin messi hoe mess busi,Offensive Speech
stop rting celtic trash pleas,No Hate and Offensive Speech
stop sayin gov name fuck wrong widd u bitch u stupid,Offensive Speech
"stop snitch faggot 0ogsitti ill snap nude promis wont screenshotdont worri babi wont ",Offensive Speech
stop spoil u fag,Offensive Speech
stop tri honki ,Offensive Speech
stop use word redskin,Offensive Speech
stop whack shower queer boy ilovebamf,Offensive Speech
strap fasho caus iont trust hoe,Offensive Speech
stress stress go away come never fuck bitch,Offensive Speech
strong jaw ass bitch,Offensive Speech
strong pussi rt sirratchett yall think ciara got good pussi,Offensive Speech
stu rape face faggot man im sick nigga,Hate Speech
stuck serious bitch possibl worst type girl ever,Hate Speech
studi center biolog divers call taxpay fund ivanpah 0megatrail kill 00 bird year ,No Hate and Offensive Speech
studi bio test like hoe ,Offensive Speech
stunt hoe lik5 ,Offensive Speech
stupid aint got hoe shmediumproblem,Offensive Speech
stupid ass alex scari littl bitch throw,Offensive Speech
stupid ass hoe,Offensive Speech
stupid bitch,Offensive Speech
stupid bitch ,Offensive Speech
stupid bitch church didnt give fuck bbq sauc gotta eat dri ass chicken strip ,Offensive Speech
stupid bitch stay home ,Offensive Speech
stupid bitch deserv treat like stupid bitch,Offensive Speech
stupid bitche29 ltltlt fuck  ,Offensive Speech
stupid bitch,Offensive Speech
stupid bitch fuck skank dumb hoe,Offensive Speech
stupid cunt bitch road,Offensive Speech
stupid freshman bitch walk like slow hell u cant get around hurri fuck sloth,Offensive Speech
stupid fuck cunt,Offensive Speech
stupid hoe wack ,Offensive Speech
stupid lil bitch  realli think im trippen  outttta pocket pimpinnn,Offensive Speech
stupid peopl talk smack uncl tim tom ghetto fool wno futur im surpris u ignor niggaz even read write,Offensive Speech
stupid teabagg restaur make custom pay minimum wage fee ,Hate Speech
stupid white peopl make post relev life stupid cousintouch honki whitetrash blond,Hate Speech
sub tweet uoeno lol bitch,Offensive Speech
subtweet one time dirti chink whore,Hate Speech
subtweet littl bitch take high road,Offensive Speech
subtweettweettweettweet cuz skinni niggah dick long,Offensive Speech
trash episod walk dead tonight,No Hate and Offensive Speech
suck dick good im like god dam dirti bitch,Offensive Speech
suck super monkey ball,Offensive Speech
suddenlink trash yall know import bubbl guppi day,No Hate and Offensive Speech
sum yall kno yall lock talk bout bitch aint shit tonight ho im tire  ,Offensive Speech
summer hoe turn winter wifey,Offensive Speech
summer hoe turn winter wifey ,Offensive Speech
summer half nake hoe gonna find person ,Offensive Speech
summer time bitch alway wild ,Offensive Speech
sumn wrong wit da pussi een tho aint gonn hit ima still make sure dat gushi,Offensive Speech
sunday day chug everyon els around obsess fave footbal team fantasi leagu,No Hate and Offensive Speech
sup bitch,Offensive Speech
super handsom guy liter broke af career horni bitch support bankruptci lol,Offensive Speech
superman ho eyyyi,Offensive Speech
support offic darren wilson ralli st loui  ferguson kkk tcot tpot teabagg teaparti,No Hate and Offensive Speech
sure got nice car 60 inch tv stainless steel applianc apart thousand twitter follow aint got hoe,Offensive Speech
sure wish nose would stop drippingthi sick shit bird,Offensive Speech
surpris bitch ,Offensive Speech
surpris surpris tsa trash brandon darbi border patrol sourc ,No Hate and Offensive Speech
surrend divin  conqueror apocalyps  via youtub gtorient black metal hell,No Hate and Offensive Speech
suzan realli go make get sofa find damn silverwar golli old bitch,Offensive Speech
swag bitch gratata ,Offensive Speech
swag fag gag lml nd yall niggaz wanna ce swag foh im gxxd ill stay gd ,Offensive Speech
swag kill bitch like columbin,Offensive Speech
swap meet bound beaner,No Hate and Offensive Speech
swear god man nigga talk bitch day,Offensive Speech
sweet jesus morningjo go split screen rep jame clyburn amp charli daniel time morningjo,No Hate and Offensive Speech
sweet milf white lingeri hose rip puss0pound ,Offensive Speech
sweet innoc schoolgirl minami asak0 puss0eaten ,Offensive Speech
sweet babi bird crack  houston foodlov ,No Hate and Offensive Speech
sweet innoc teen cloth rip pussi fingere0hard ,Offensive Speech
sweet yellow bone thang call honey mustard ,No Hate and Offensive Speech
sweet found box twinki bought last year 00 bet least tripl nobrain buy,No Hate and Offensive Speech
sweetheart ladi im hard hoe ,Offensive Speech
swing rt callherebbi realli dont like woman old hag ass bitch,Offensive Speech
switch roo yo hoe let hit,Offensive Speech
switcharoo yo main bitch niggga hell naw dont date hoe,Offensive Speech
switcharoo yo hoe,Offensive Speech
switcheroo yo main bitch nigga hell naw dont date hoe,Offensive Speech
switcheroo yo main hoe hell naw niggga dont save hoe,Offensive Speech
sydney hoe ask dumb ass question,Offensive Speech
talk sooooo much shit today would mop floor kyle end rape time bitch,Offensive Speech
bitch chaser need tsu h14 ,Offensive Speech
tcbi hoe   arabellaann jackireininga ,Offensive Speech
tk fuck money bitch,Offensive Speech
tlcs chilli bulli son moustach seem share cloth yer public eye stop cri ya flaki bitch,Offensive Speech
tmz hoe ,Offensive Speech
trust seattlegt give thanksgiv duegt huge flightless bird dream come true european bird eater,No Hate and Offensive Speech
trust say jesuschrist would kill faggot came back life today day agegt spartacus rome,Hate Speech
turnt yo bitch hous parti,Offensive Speech
tv make hoe seem attract yawn,Offensive Speech
twitter like real lifefil pussi,Offensive Speech
twitter newsflash  ever visit easton pburg area hoe diseas nigga thirsti gatorad would worth trillion,Offensive Speech
taco bell super trash your sober,No Hate and Offensive Speech
tail light give fuck rollin bitch wit da head light,Offensive Speech
take bitch soho froyo tell gon blow romo,Offensive Speech
take fuck hoser,Offensive Speech
take shove ass keitholbermann yanke derekjet,Offensive Speech
take yo bitch dinner date paint face,Offensive Speech
take yo hoe ass sleep,Offensive Speech
take second mortgag bet yanke win world cup win lot seem like nobrain,No Hate and Offensive Speech
take pic im school bathroom fuck stupid retard,Offensive Speech
talk behind back hate pussi shit,Offensive Speech
talk pussi power ,Offensive Speech
talk alot shit want ill put u spot dont test bitch,Offensive Speech
talk deigo last night dawg good like bitch maegan,Offensive Speech
talkin brokanes took yo bitch broke knee,Offensive Speech
talk angela hoe,Offensive Speech
talk shit like hoe huh like man ima murk wen see,Offensive Speech
tan main bitch,Offensive Speech
tarantula dope spider small n kill fuck dat rt bkraise8 spider arent scari sheesh pussi,Offensive Speech
taria filterless sisdari angel sisim big bro lol jigg lil br3,No Hate and Offensive Speech
tarzan dis hoe ,Offensive Speech
tattoo express mean one man trash anoth man treasur ,No Hate and Offensive Speech
taught lil niggah treat girl,Offensive Speech
taught hate bitch,Offensive Speech
taylor swift look like kinda bitch would bring home get dri handjob,Offensive Speech
tbt nigguh ,Offensive Speech
teach rt intellectsrus realli fuck bitch brah,Offensive Speech
teacher hear talk  ear bitch,Offensive Speech
teacher weekend homework uhm sorri bitch life,Offensive Speech
teairri mari crazyth poor girl aint anyth herbitt ass bird,Offensive Speech
team john bitch ,Offensive Speech
technic nigga touch rape see trendin bitch callin cop lmao,Offensive Speech
technolog aint doin noth make hoe look better,Offensive Speech
teen get hole penetr even fist ow0twat ,Offensive Speech
tell bitch gtfo face fa reason,Offensive Speech
tell hater said fuck tell bitch said fuck,Offensive Speech
tell itti bitti bitch pipe,Offensive Speech
tell dem thot bitch im right ,Offensive Speech
tell pussi mineeee,Offensive Speech
tell hate ass niggah shut fuck,Offensive Speech
tell hoe im friend,Offensive Speech
tell hoe come  caus look like forgot bout  fact aint seen  say alot bout,Offensive Speech
tell lie speakin lip tri pleadin 5ths often bitch refer awesom,Offensive Speech
tell skinni hoe bounc bring thick bitch back,Offensive Speech
tell hoe love fuck em,Offensive Speech
tell bae ho tre testicoli mean love eye italian,Offensive Speech
tellin im disrespect aint one callin everybodi bitch free,Offensive Speech
templ play life might work bitch semest cuz im pay outta pocket,Offensive Speech
tempt finish everi sentenc say today yo bitch breakingbad,Offensive Speech
terio got hoe ,Offensive Speech
terrifi leprechaun ,No Hate and Offensive Speech
text instead play flappi bird soiknowitsr,No Hate and Offensive Speech
text nig nog 6,Offensive Speech
text plan nig,Offensive Speech
text ya bitch like ya man suck meet da birkin store tell em get band ,Offensive Speech
text bitch lyric new ty dolla ign tape wake shell nag littl less today,Offensive Speech
text bitch like main materi fuck shit  finna get youza hoe text,Offensive Speech
tf im act like sad ass bitch  old anthoni come back fashoo  ,Offensive Speech
tf bitch mine,Offensive Speech
tf bitch get coupl rt fstow,Offensive Speech
tf real twitter niggabitch yall hoe tweekin,Offensive Speech
thank charli ff charli27 stacydmomof5 patti revkahjc cantucimblond kacado,No Hate and Offensive Speech
thank charli charli27 stacydmomof5 cantucimblond revkahjc patti kacado,No Hate and Offensive Speech
thank charli happi thursday charli27 stacydmomof5 patti kacado cantucimblond revkahjc,No Hate and Offensive Speech
thank hand candi charli charli27 stacydmomof5 revkahjc cantucimblond kacado patti,No Hate and Offensive Speech
thank delaney_jad come last night ghetto one els could handl summe14,No Hate and Offensive Speech
thank charli charli27 revkahjc stacydmomof5 patti cantucimblond kacado,No Hate and Offensive Speech
thank charli charli27 stacydmomof5 revkahjc patti cantucimblond kacado,No Hate and Offensive Speech
thank charli great even charli27 stacydmomof5 revkahjc cantucimblond kacado patti,No Hate and Offensive Speech
thank scare absolut fuck flatfoot look like pussi fuck jerk,Offensive Speech
thank text found hoe,Offensive Speech
thank jomousl cracker tweet today pilchard krackerwheat repeat like typic night bbc ,No Hate and Offensive Speech
thank nigga coco smell good hoe haha finna pull allllllll hoe come smell nigga ,Offensive Speech
thanksgiv break bitch,Offensive Speech
thanksgiv earli hoe ,Offensive Speech
thanksgiv fam shaylay ignor chink eye ,Offensive Speech
thas bitch,Offensive Speech
ouija movi look like trash,No Hate and Offensive Speech
larri cucumb tweet funni af bit much rt young bitch might cr4,Offensive Speech
princip shld asham look poor color kid made smart prop disgust morningjo,No Hate and Offensive Speech
annoy moment keep remov headphon someon keep talk like move bitch,Offensive Speech
ass got niggah hypnot,Offensive Speech
ass perfect cant help rt miavenis yall diss hoe prais nicki minaj everyday dont understand nigga man,Offensive Speech
ass retart belong short yellow bu2,Offensive Speech
awkward moment igotdrunkand your still ugli hoe,Offensive Speech
awkward moment hoe say shes hoe,Offensive Speech
awkward moment hold door someon use door next like bitch better back fuck,Offensive Speech
bad bitch get left wack pussi kinda overr caus sex get better everyth cool,Offensive Speech
beach greec beauti  live bitch ass virginia peopl get live around beauti year round ,Offensive Speech
bit donovan got dvds droppin 2realmacdatfe see ya lha bitch,Offensive Speech
bitch amanda ran away ,Offensive Speech
bitch tha tha,Offensive Speech
bitch better happi 20 tip,Offensive Speech
bitch call thor strength 6 rtchubbygirlgod wait ,Offensive Speech
bitch came flyin  lmao,Offensive Speech
bitch cant touch,Offensive Speech
bitch could sit face,Offensive Speech
bitch crazzzi  6 pussi fixit  scandal,Offensive Speech
bitch cur hair way short,Offensive Speech
bitch filthi ,Offensive Speech
bitch got 5 million boyfriend,Offensive Speech
bitch got k follow drive honda ,Offensive Speech
bitch hollerin abt fuck nahh fuck dat bitch,Offensive Speech
bitch corn fed,Offensive Speech
bitch goin,Offensive Speech
bitch hella cranki today someon hand joint,Offensive Speech
bitch lyinggggg,Offensive Speech
"bitch walk like wtf ",Offensive Speech
bitch mouth made honor roll,Offensive Speech
bitch qualitest  dont act right wisewordsfromwebb,Offensive Speech
bitch said pussi pop sever thoe ,Offensive Speech
bitch told control told go find,Offensive Speech
bitch want numba gottafuck bruda aydontjudgem,Offensive Speech
bitch worri fine fuck best friend got jump 6 cock sucker fine least worri,Offensive Speech
"bitch met know mean dont bitch million dollar later nigg9you feel m9",Offensive Speech
bitch,Offensive Speech
boy alway pussi never threat,Offensive Speech
broad 7 day moe rt ogflash earth rt iamryanraw nigga rt whoisjayhal rihanna prolli sexiest bitch earth,Offensive Speech
crow sock,No Hate and Offensive Speech
damn lispi mouth bitch knowsgood hell well tara wasnt damn roommat damn rock brain man lol,Offensive Speech
depress shit trash,Offensive Speech
dude rent aint punkbitch either,Offensive Speech
dude chicago w fuzzi mustach bang johnni love hes whack memoriesofidot,No Hate and Offensive Speech
dumb black bitch get card pictur made fuck mad ruin day ,Hate Speech
fat bitch that alway phone walk  tibaburg,Offensive Speech
front flip trash that front flip swim pool land back everi time,No Hate and Offensive Speech
fuck slutti beaner,Hate Speech
hate shit dont mean noth bitch im feel ,Offensive Speech
ho went darkskin mulatto rt funnyjulius fuck ,Offensive Speech
hoe ask time 7,Offensive Speech
hoe beef tunchi chillllll ouutttt,Offensive Speech
hoe fat trel said best,Offensive Speech
hoe saidmi booti fleek lmfaooo,Offensive Speech
hoe nip,Offensive Speech
ios8 gon get yall bitch fucc  trynna hide shit,Offensive Speech
last tweet song lyric dont realli like bad bitch like pretti chick bad bitch cheat easili often,Offensive Speech
long hair doesnt cover redneck,No Hate and Offensive Speech
make annoy bitch your look offend cant bitch your offend,Offensive Speech
mocha color chick doegtgtgtgt think fell lov5,No Hate and Offensive Speech
nig darion couldnt help act like camera didnt keep composur eattin crawfish hahaha,Offensive Speech
nig g  would done thing,Offensive Speech
nigga waledayda trash,Offensive Speech
nigga tannehil trash lmao dolphin trash,Offensive Speech
nigga gucci alway hit hoe put rick jame song give nigga rick shoutout riprick rickjamesbitch,Offensive Speech
nigga john aint ah real older nigga forreal let vick brotha bitch maplerow,Offensive Speech
nigga talkin like hoe tell bitch nigga speak,Offensive Speech
niggah lol tmlt ,Offensive Speech
nigguh never play footbal,Offensive Speech
night cap nonsens bird,No Hate and Offensive Speech
old lassi gregg total bitch man,Offensive Speech
one drunk white bitch alway instig problem involv least oneblack dude crys afterward someon get hurt,Offensive Speech
shit bird  get yo self,Offensive Speech
pic circul jihadi call kill  saudi isi syria,Hate Speech
pussi best shave holiday,Offensive Speech
pussi came gift wrap,Offensive Speech
pussi cant hairi shit gotta stink lol,Offensive Speech
pussi cri help,Offensive Speech
pussi fat whatchu feed,Offensive Speech
pussi sooo good ,Offensive Speech
shack shit bird yo,Offensive Speech
shade faggot clash eye color,Hate Speech
shit crow wal mart park lot,Offensive Speech
son bitch moment open fridg food,Offensive Speech
stupid bitch karma best pay,Offensive Speech
vine start coon frenzi bruh,Offensive Speech
warm fuzzi feel your abl give someon help hand talk medic problem other realli help,No Hate and Offensive Speech
bitch move pulledprob heartless thing,Offensive Speech
solid invest 15 min cue frank yanke wow,No Hate and Offensive Speech
almost 10 year ago gave bitch away stolen,Offensive Speech
deep like yo momma pussi deep,Offensive Speech
faggot rant night,Hate Speech
good time start mickey mous club soon,No Hate and Offensive Speech
trash im gonna put phone goodnight,No Hate and Offensive Speech
would weird uncomfort work one whore coffe standslik would freez ass bitch get nake,Offensive Speech
thatd ghetto littl meal,No Hate and Offensive Speech
that ya bm tho rt tyga aint hoe,Offensive Speech
that deal breaker yo pussi shouldnt smell like sweati hoop short,Offensive Speech
that legal tackl faggot rt pp_rich_hil serious ,Offensive Speech
that mighti big bitch saran wrap dress lol,Offensive Speech
that im say hoe ass nigga,Offensive Speech
that know pussi readi 0whoisashanti vroomdet tiemyduragboo white peopl ga21,Offensive Speech
that know lie get pussytalk tast like water fruit shittf,Offensive Speech
that let beat build bitch,Offensive Speech
